candidate_id,rank,score,reasoning
CAND_0055905,27,0.853116,"Strong background in Production Scale, but lacks explicit evidence of Search Infrastructure."
CAND_0077337,28,0.844636,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0010685,29,0.834129,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0005649,30,0.826225,"Strong background in Production Scale, with room to grow in Vector DB Expertise. Notice period: 90 days."
CAND_0077285,31,0.815136,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0076831,32,0.814093,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0020708,33,0.812469,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0043228,34,0.810212,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0066376,35,0.808795,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0040117,36,0.807785,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0081686,37,0.806624,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0075574,38,0.803772,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0053591,39,0.800362,"Strong background in Production Scale, with room to grow in Search Infrastructure. Notice period: 60 days."
CAND_0086151,40,0.799974,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0039838,41,0.797125,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0044222,42,0.793621,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0079387,43,0.793205,"Strong background in Production Scale, with room to grow in Search Infrastructure."
CAND_0055992,44,0.791550,"Strong background in Production Scale, with room to grow in Search Infrastructure. Notice period: 60 days."
CAND_0000031,45,0.783782,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0009024,46,0.782059,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0011162,47,0.780549,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0027691,48,0.776482,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0051292,49,0.775590,"Strong background in Search Infrastructure, with room to grow in Production Scale."
CAND_0039521,50,0.767950,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0007412,51,0.765954,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0018549,52,0.765891,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0014440,53,0.760971,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0054123,54,0.756116,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0031593,55,0.755071,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0058575,56,0.754967,"Strong background in Production Scale, with room to grow in Search Infrastructure. Notice period: 90 days."
CAND_0061339,57,0.753106,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0022812,58,0.750393,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0066999,59,0.747678,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0020877,60,0.745810,"Strong background in Search Infrastructure, with room to grow in Vector DB Expertise. Notice period: 60 days."
CAND_0071974,61,0.744275,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0064270,62,0.741585,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0027801,63,0.733747,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0070398,64,0.728257,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0061265,65,0.715699,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0075439,66,0.713721,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0001610,67,0.713618,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0011687,68,0.711824,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0008425,69,0.701638,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0057701,70,0.697648,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0049896,71,0.694409,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0086022,72,0.691641,"Strong background in Production Scale, but lacks explicit evidence of Search Infrastructure. Notice period: 60 days."
CAND_0036184,73,0.691171,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0093912,74,0.690382,"Strong background in Core Search/LTR, but lacks explicit evidence of Vector DB Expertise."
CAND_0087364,75,0.690336,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0002025,76,0.681123,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0088025,77,0.665605,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0072660,78,0.645064,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0013613,79,0.634963,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0025640,80,0.630779,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0044855,81,0.615654,"Strong background in Core Search/LTR, with room to grow in Search Infrastructure. Notice period: 60 days."
CAND_0046525,82,0.614312,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0010541,83,0.604349,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0033179,84,0.597191,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0069905,85,0.596791,"Strong background in Search Infrastructure, with room to grow in Production Scale. Notice period: 90 days."
CAND_0083879,86,0.593572,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0045250,87,0.592399,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0084819,88,0.576746,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0078492,89,0.564327,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0040887,90,0.562002,"Moderate background in Core Search/LTR, with room to grow in Production Scale."
CAND_0099806,91,0.555781,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0030348,92,0.553122,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0098780,93,0.549608,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0078042,94,0.547168,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0093883,95,0.546945,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0044883,96,0.546865,"Strong background in Production Scale, with room to grow in Search Infrastructure. Notice period: 90 days."
CAND_0052335,97,0.545602,"Strong background in Search Infrastructure, with room to grow in Production Scale. Notice period: 60 days."
CAND_0054394,98,0.545411,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0062247,99,0.540084,"Strong background in Core Search/LTR, but lacks explicit evidence of Vector DB Expertise."
CAND_0006418,100,0.532487,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
