candidate_id,rank,score,reasoning
CAND_0000009,27,0.068679,"Mechanical Engineer at Dunder Mifflin, 11.0yr exp, New York, USA. Key skills: Go. Strengths: clear production deployment evidence. Concerns: non-technical current title; 150d notice period. Response rate 53%, notice 150d."
CAND_0000013,28,0.067171,"Civil Engineer at Globex Inc, 1.1yr exp, Dubai, UAE. Key skills: Spark, GCP, Flask. Strengths: clear production deployment evidence; actively open to work. Concerns: non-technical current title. Response rate 28%, notice 30d."
CAND_0000030,29,0.064700,"Marketing Manager at Dunder Mifflin, 10.0yr exp, Kochi, Kerala. Key skills: Microservices. Strengths: clear production deployment evidence. Concerns: non-technical current title; not marked open-to-work. Response rate 66%, notice 60d."
CAND_0000034,30,0.063356,"Business Analyst at Wipro, 14.5yr exp, Ahmedabad, Gujarat. Key skills: Flask, Azure. Strengths: clear production deployment evidence. Concerns: non-technical current title; 90d notice period. Response rate 15%, notice 90d."
CAND_0000033,31,0.063077,"Graphic Designer at Wipro, 8.6yr exp, Pune, Maharashtra. Key skills: Kubernetes, Airflow. Strengths: actively open to work; 30d notice. Concerns: non-technical current title; low recruiter response rate (8%). Response rate 8%, notice 30d."
CAND_0000050,32,0.062199,"Business Analyst at Infosys, 13.5yr exp, Gurgaon, Haryana. Key skills: Feature Engineering, Kafka. Strengths: clear production deployment evidence; active GitHub (score 45). Concerns: non-technical current title; 90d notice period. Response rate 42%, notice 90d."
CAND_0000004,33,0.061442,"Marketing Manager at Dunder Mifflin, 3.8yr exp, Sydney, Australia. Key skills: Airflow. Strengths: clear production deployment evidence. Concerns: non-technical current title; 120d notice period. Response rate 26%, notice 120d."
CAND_0000022,34,0.056008,"Mechanical Engineer at Hooli, 1.1yr exp, Sydney, Australia. Key skills: SQL, AWS. Strengths: clear production deployment evidence; actively open to work. Concerns: non-technical current title; 150d notice period. Response rate 27%, notice 150d."
CAND_0000027,35,0.052980,"DevOps Engineer at Infosys, 3.9yr exp, Kolkata, West Bengal. Key skills: Docker, PEFT, AWS. Strengths: clear production deployment evidence; actively open to work. Concerns: consulting-heavy career (100% in IT services); 90d notice period. Response rate 58%, notice 90d."
CAND_0000042,36,0.046102,"HR Manager at Wayne Enterprises, 5.0yr exp, Berlin, Germany. Key skills: general engineering. Strengths: clear production deployment evidence; 30d notice. Concerns: non-technical current title; not marked open-to-work. Response rate 58%, notice 30d."
CAND_0000019,37,0.044687,"Project Manager at Wayne Enterprises, 6.5yr exp, Trivandrum, Kerala. Key skills: AWS, Azure. Strengths: clear production deployment evidence. Concerns: non-technical current title; CV/Speech/Robotics focus vs NLP/IR required. Response rate 34%, notice 60d."
CAND_0000040,38,0.044538,"Customer Support at Globex Inc, 1.6yr exp, Kochi, Kerala. Key skills: SQL, Weights & Biases, REST APIs. Concerns: non-technical current title; 90d notice period. Response rate 46%, notice 90d."
CAND_0000012,39,0.043091,"Operations Manager at Stark Industries, 1.1yr exp, Chandigarh, Chandigarh. Key skills: Azure, Airflow, AWS. Concerns: non-technical current title; not marked open-to-work. Response rate 16%, notice 60d."
CAND_0000005,40,0.039846,"Accountant at Stark Industries, 11.0yr exp, Gurgaon, Haryana. Key skills: SQL. Strengths: clear production deployment evidence; actively open to work. Concerns: non-technical current title; CV/Speech/Robotics focus vs NLP/IR required. Response rate 37%, notice 30d."
CAND_0000036,41,0.035985,"Project Manager at Initech, 11.3yr exp, Trivandrum, Kerala. Key skills: MongoDB. Strengths: clear production deployment evidence; actively open to work. Concerns: non-technical current title; CV/Speech/Robotics focus vs NLP/IR required. Response rate 40%, notice 60d."
CAND_0000007,42,0.035291,"Civil Engineer at Wipro, 5.5yr exp, Gurgaon, Haryana. Key skills: MongoDB, Spark. Strengths: clear production deployment evidence; 30d notice. Concerns: non-technical current title; CV/Speech/Robotics focus vs NLP/IR required. Response rate 62%, notice 30d."
CAND_0000006,43,0.026758,"Business Analyst at Wayne Enterprises, 6.0yr exp, Austin, USA. Key skills: SQL. Concerns: non-technical current title; CV/Speech/Robotics focus vs NLP/IR required. Response rate 12%, notice 150d."
CAND_0000016,44,0.024324,"Accountant at Infosys, 5.3yr exp, Gurgaon, Haryana. Key skills: Go, SQL. Strengths: clear production deployment evidence; active GitHub (score 43). Concerns: consulting-heavy career (90% in IT services); non-technical current title. Response rate 64%, notice 60d."
CAND_0000029,45,0.021804,"Business Analyst at Wipro, 7.2yr exp, Noida, Uttar Pradesh. Key skills: general engineering. Strengths: clear production deployment evidence; active GitHub (score 42). Concerns: consulting-heavy career (84% in IT services); non-technical current title. Response rate 12%, notice 60d."
CAND_0000024,46,0.008846,"HR Manager at TCS, 7.5yr exp, Trivandrum, Kerala. Key skills: Kubernetes, Docker. Strengths: clear production deployment evidence; active GitHub (score 46). Concerns: consulting-heavy career (100% in IT services); non-technical current title. Response rate 78%, notice 60d."
CAND_0000047,47,0.007969,"Project Manager at TCS, 2.4yr exp, Kochi, Kerala. Key skills: FastAPI, SQL. Strengths: clear production deployment evidence. Concerns: consulting-heavy career (100% in IT services); non-technical current title. Response rate 39%, notice 90d."
CAND_0000028,48,0.007088,"Operations Manager at Wipro, 1.1yr exp, Dubai, UAE. Key skills: REST APIs. Strengths: clear production deployment evidence. Concerns: consulting-heavy career (100% in IT services); non-technical current title. Response rate 14%, notice 60d."
CAND_0000008,49,0.006673,"Operations Manager at Wipro, 3.6yr exp, Noida, Uttar Pradesh. Key skills: Spark, Kubernetes. Concerns: consulting-heavy career (100% in IT services); non-technical current title. Response rate 42%, notice 90d."
CAND_0000003,50,0.004673,"Customer Support at TCS, 1.1yr exp, Austin, USA. Key skills: Kubernetes. Concerns: consulting-heavy career (100% in IT services); non-technical current title. Response rate 46%, notice 150d."
