candidate_id,rank,score,reasoning
CAND_0094165,42,0.510363,"With 5.8 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0022023,43,0.510241,"With 4.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0061175,44,0.508120,"With 6.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0094685,45,0.507842,"With 3.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Weaviate, pgvector), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0025640,46,0.506646,"With 5.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0061257,47,0.498048,"With 8 years of experience, this Staff Machine Learning Engineer shows a strong background in Production Scale (specifically Information Retrieval Systems, Search Infrastructure), but lacks explicit evidence of Vector DB Expertise."
CAND_0046132,48,0.495802,"With 4.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0072660,49,0.488321,"With 7.1 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically pgvector, Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0052682,50,0.486357,"With 6.6 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically Semantic Search, FAISS), but lacks explicit evidence of Vector DB Expertise."
CAND_0054318,51,0.480707,"With 3.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0068932,52,0.477752,"With 5.2 years of experience, this ML Engineer shows a strong background in Production Scale (specifically Milvus, OpenSearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0037980,53,0.473822,"With 9 years of experience, this Senior Applied Scientist shows a strong background in Production Scale (specifically Search Infrastructure, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0091890,54,0.467159,"With 4.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Elasticsearch, Pinecone), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0064904,55,0.467125,"With 4.9 years of experience, this AI Engineer shows a strong background in Production Scale (specifically Elasticsearch, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0019288,56,0.466574,"With 5.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, FAISS), but lacks explicit evidence of Vector DB Expertise."
CAND_0068596,57,0.466315,"With 4.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, FAISS), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0006567,58,0.466275,"With 7.9 years of experience, this Senior AI Engineer shows a strong background in Production Scale (specifically BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0070544,59,0.465766,"With 4.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Learning to Rank, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0070333,60,0.465489,"With 4.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically FAISS, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0095528,61,0.463921,"With 5.3 years of experience, this Senior Data Scientist has a moderate background in Production Scale (specifically OpenSearch, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0005311,62,0.463788,"With 5.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Qdrant), but lacks explicit evidence of Vector DB Expertise."
CAND_0063585,63,0.462920,"With 3.1 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Qdrant, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0052706,64,0.458407,"With 5.1 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Pinecone, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0050454,65,0.455307,"With 6.8 years of experience, this AI Engineer has a moderate background in Core Search/LTR (specifically FAISS, Qdrant), but lacks explicit evidence of Vector DB Expertise."
CAND_0093883,66,0.451993,"With 5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically BM25, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0008517,67,0.451124,"With 5.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0000422,68,0.448027,"With 6.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus, Learning to Rank), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0090300,69,0.447887,"With 5.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0074317,70,0.445546,"With 4.2 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus, Pinecone), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0010603,71,0.443576,"With 5.3 years of experience, this ML Engineer shows a strong background in Production Scale (specifically Information Retrieval, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0073620,72,0.442618,"With 4.4 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, FAISS), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0010149,73,0.440246,"With 6.9 years of experience, this ML Engineer shows a strong background in Production Scale (specifically Milvus, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0053605,74,0.439184,"With 6.9 years of experience, this Senior Software Engineer (ML) shows a strong background in Production Scale (specifically pgvector, Semantic Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0016659,75,0.438556,"With 4.4 years of experience, this ML Engineer shows a strong background in Production Scale (specifically Pinecone, FAISS), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0075439,76,0.435104,"With 4.3 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Learning to Rank, Elasticsearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0070485,77,0.433707,"With 6.4 years of experience, this Search Engineer shows a strong background in Search Infrastructure (specifically FAISS, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0030468,78,0.433362,"With 5.4 years of experience, this Senior Applied Scientist shows a strong background in Production Scale (specifically Information Retrieval Systems, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0014858,79,0.426758,"With 4.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0011643,80,0.425970,"With 4.2 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Pinecone, FAISS), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0021491,81,0.420540,"With 6.1 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Vector Search, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0054546,82,0.417940,"With 4.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Qdrant, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0072688,83,0.417514,"With 6.9 years of experience, this Data Scientist shows a strong background in Production Scale (specifically Milvus, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0067866,84,0.417112,"With 6.4 years of experience, this Senior Software Engineer (ML) shows a strong background in Production Scale (specifically pgvector, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0026362,85,0.414008,"With 5 years of experience, this Data Scientist shows a strong background in Production Scale (specifically Learning to Rank, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0078785,86,0.411990,"With 6.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0019447,87,0.411509,"With 3.2 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Qdrant, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0042056,88,0.410015,"With 3.4 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0005260,89,0.408532,"With 5.2 years of experience, this Senior NLP Engineer shows a strong background in Production Scale (specifically Information Retrieval, Semantic Search), with room to grow in Vector DB Expertise. Notice period: 60 days."
CAND_0043228,90,0.407532,"With 6.8 years of experience, this Applied ML Engineer shows a strong background in Search Infrastructure (specifically Vector Search, Weaviate), but lacks explicit evidence of Vector DB Expertise."
CAND_0044883,91,0.405967,"With 6.3 years of experience, this AI Engineer shows a strong background in Production Scale (specifically BM25, Semantic Search), with room to grow in Vector DB Expertise. Notice period: 90 days."
CAND_0015057,92,0.403692,"With 4.6 years of experience, this ML Engineer shows a strong background in Production Scale (specifically Vector Search, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0083852,93,0.400694,"With 6 years of experience, this Data Scientist shows a strong background in Production Scale (specifically Qdrant, Pinecone), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0040946,94,0.400075,"With 6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Qdrant, Learning to Rank), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0046353,95,0.393142,"With 6.4 years of experience, this ML Engineer shows a strong background in Production Scale (specifically FAISS, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0076995,96,0.391690,"With 4.4 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0051466,97,0.391098,"With 5.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0024147,98,0.391017,"With 5.9 years of experience, this ML Engineer shows a strong background in Production Scale (specifically Qdrant, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0071747,99,0.389698,"With 4.2 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0043693,100,0.387106,"With 6.7 years of experience, this Data Engineer shows a strong background in Production Scale (specifically Weaviate, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
