candidate_id,rank,score,reasoning
CAND_0027801,63,0.671223,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0061265,64,0.650952,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0086022,65,0.643238,"Strong background in Production Scale, but lacks explicit evidence of Search Infrastructure. Notice period: 60 days."
CAND_0005649,66,0.642118,"Strong background in Production Scale, with room to grow in Search Infrastructure. Notice period: 90 days."
CAND_0001610,67,0.640036,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0008425,68,0.635145,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0013613,69,0.634963,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0057701,70,0.630910,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0070398,71,0.618682,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0044855,72,0.615654,"Strong background in Core Search/LTR, with room to grow in Search Infrastructure. Notice period: 60 days."
CAND_0022812,73,0.612032,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0064270,74,0.602699,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0007412,75,0.600539,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0088025,76,0.594262,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0058575,77,0.583763,"Strong background in Production Scale, with room to grow in Search Infrastructure. Notice period: 90 days."
CAND_0002025,78,0.555546,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0030348,79,0.553122,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0098780,80,0.549608,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0054394,81,0.545411,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0093912,82,0.542623,"Moderate background in Core Search/LTR, but lacks explicit evidence of Vector DB Expertise."
CAND_0046525,83,0.539913,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0010541,84,0.530865,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0033179,85,0.523426,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise."
CAND_0096172,86,0.520929,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0045250,87,0.517386,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0037944,88,0.511710,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0072660,89,0.489979,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0080766,90,0.488979,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0099806,91,0.481023,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0074735,92,0.479957,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0006557,93,0.476380,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0078042,94,0.472337,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0093883,95,0.472112,"Strong background in Search Infrastructure, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0044883,96,0.472033,"Strong background in Production Scale, with room to grow in Search Infrastructure. Notice period: 90 days."
CAND_0015528,97,0.469754,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise."
CAND_0062247,98,0.465227,"Moderate background in Core Search/LTR, but lacks explicit evidence of Vector DB Expertise."
CAND_0091909,99,0.460727,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0006418,100,0.457635,"Strong background in Production Scale, but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
