candidate_id,rank,score,reasoning
CAND_0000020,31,0.000000,"Mechanical Engineer at Wipro (6.3yr, Ahmedabad, Gujarat). built Civil Engineer-level retrieval/search systems at Dunder Mifflin. Concerns: not marked open-to-work; inactive 253d on platform. Response rate 55%, notice 30d."
CAND_0000021,32,0.000000,"Project Manager at Wipro (14.5yr, Bhubaneswar, Odisha). Skills directly matching JD: Recommendation Systems, Pinecone, Vector Search. Concerns: not marked open-to-work; inactive 206d on platform. Response rate 49%, notice 60d."
CAND_0000022,33,0.000000,"Mechanical Engineer at Hooli (1.1yr, Sydney, Australia). built Mechanical Engineer-level retrieval/search systems at Hooli. Concerns: 150d notice period. Response rate 27%, notice 150d."
CAND_0000024,34,0.000000,"HR Manager at TCS (7.5yr, Trivandrum, Kerala). built Accountant-level retrieval/search systems at Infosys. Concerns: consulting-heavy career (100% in IT services); not marked open-to-work. Response rate 78%, notice 60d."
CAND_0000026,35,0.000000,"Graphic Designer at Initech (6.8yr, Kochi, Kerala). built Accountant-level retrieval/search systems at Acme Corp. Concerns: not marked open-to-work; inactive 255d on platform. Response rate 59%, notice 30d."
CAND_0000028,36,0.000000,"Operations Manager at Wipro (1.1yr, Dubai, UAE). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: consulting-heavy career (100% in IT services); not marked open-to-work. Response rate 14%, notice 60d."
CAND_0000029,37,0.000000,"Business Analyst at Wipro (7.2yr, Noida, Uttar Pradesh). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: consulting-heavy career (84% in IT services); not marked open-to-work. Response rate 12%, notice 60d."
CAND_0000030,38,0.000000,"Marketing Manager at Dunder Mifflin (10.0yr, Kochi, Kerala). built Content Writer-level retrieval/search systems at Hooli. Concerns: not marked open-to-work; inactive 231d on platform. Response rate 66%, notice 60d."
CAND_0000033,39,0.000000,"Graphic Designer at Wipro (8.6yr, Pune, Maharashtra). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: 8% recruiter response rate. Response rate 8%, notice 30d."
CAND_0000034,40,0.000000,"Business Analyst at Wipro (14.5yr, Ahmedabad, Gujarat). built Business Analyst-level retrieval/search systems at Wipro. Concerns: 90d notice period; not marked open-to-work. Response rate 15%, notice 90d."
CAND_0000036,41,0.000000,"Project Manager at Initech (11.3yr, Trivandrum, Kerala). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: inactive 185d on platform. Response rate 40%, notice 60d."
CAND_0000037,42,0.000000,"Business Analyst at Stark Industries (14.3yr, Dubai, UAE). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: not marked open-to-work; inactive 186d on platform. Response rate 78%, notice 30d."
CAND_0000039,43,0.000000,"Marketing Manager at Acme Corp (3.9yr, Bhubaneswar, Odisha). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: not marked open-to-work. Response rate 52%, notice 30d."
CAND_0000040,44,0.000000,"Customer Support at Globex Inc (1.6yr, Kochi, Kerala). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: 90d notice period; not marked open-to-work. Response rate 46%, notice 90d."
CAND_0000041,45,0.000000,"Operations Manager at Hooli (13.7yr, Delhi, Delhi). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: 90d notice period; inactive 91d on platform. Response rate 7%, notice 90d."
CAND_0000042,46,0.000000,"HR Manager at Wayne Enterprises (5.0yr, Berlin, Germany). built HR Manager-level retrieval/search systems at Wayne Enterprises. Concerns: not marked open-to-work; inactive 235d on platform. Response rate 58%, notice 30d."
CAND_0000046,47,0.000000,"Mechanical Engineer at Hooli (7.8yr, London, UK). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: not marked open-to-work; inactive 115d on platform. Response rate 41%, notice 30d."
CAND_0000047,48,0.000000,"Project Manager at TCS (2.4yr, Kochi, Kerala). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: consulting-heavy career (100% in IT services); 90d notice period. Response rate 39%, notice 90d."
CAND_0000049,49,0.000000,"Mechanical Engineer at Wayne Enterprises (11.8yr, Berlin, Germany). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: 120d notice period; not marked open-to-work. Response rate 59%, notice 120d."
CAND_0000050,50,0.000000,"Business Analyst at Infosys (13.5yr, Gurgaon, Haryana). No direct retrieval/ranking/vector-DB evidence in profile. Concerns: 90d notice period; not marked open-to-work. Response rate 42%, notice 90d."
