candidate_id,rank,score,reasoning
CAND_0066376,38,0.774037,"With 5.7 years of experience, this Applied ML Engineer shows a strong background in Search Infrastructure (specifically Learning to Rank, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0010685,39,0.769001,"With 6.7 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically Information Retrieval, Elasticsearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0018549,40,0.765891,"With 6.8 years of experience, this Recommendation Systems Engineer shows a strong background in Search Infrastructure (specifically Weaviate, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0076831,41,0.762817,"With 4 years of experience, this Search Engineer shows a strong background in Production Scale (specifically Milvus, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0020708,42,0.761109,"With 4.2 years of experience, this Search Engineer shows a strong background in Search Infrastructure (specifically Learning to Rank, Elasticsearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0086151,43,0.760767,"With 7.7 years of experience, this Recommendation Systems Engineer shows a strong background in Search Infrastructure (specifically Qdrant, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0075574,44,0.757951,"With 5.7 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically pgvector, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0079387,45,0.755350,"With 6.9 years of experience, this AI Engineer shows a strong background in Production Scale (specifically Vector Search, OpenSearch), with room to grow in Search Infrastructure."
CAND_0054123,46,0.754555,"With 4.7 years of experience, this Applied ML Engineer shows a strong background in Search Infrastructure (specifically pgvector, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0039838,47,0.744296,"With 4.9 years of experience, this Recommendation Systems Engineer shows a strong background in Production Scale (specifically Semantic Search, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0046525,48,0.742689,"With 6.1 years of experience, this Senior Machine Learning Engineer shows a strong background in Production Scale (specifically Elasticsearch, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0008425,49,0.731913,"With 7.8 years of experience, this Senior NLP Engineer shows a strong background in Production Scale (specifically Learning to Rank, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0053591,50,0.726325,"With 5.3 years of experience, this AI Engineer shows a strong background in Production Scale (specifically Milvus, OpenSearch), with room to grow in Search Infrastructure. Notice period: 60 days."
CAND_0011162,51,0.724894,"With 5.8 years of experience, this Recommendation Systems Engineer shows a strong background in Production Scale (specifically FAISS, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0075439,52,0.713721,"With 4.3 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Learning to Rank, Elasticsearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0031593,53,0.711344,"With 7.8 years of experience, this Search Engineer shows a strong background in Search Infrastructure (specifically BM25, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0039521,54,0.710286,"With 3 years of experience, this Search Engineer shows a strong background in Production Scale (specifically Weaviate, BM25), but lacks explicit evidence of Vector DB Expertise."
CAND_0009024,55,0.708076,"With 5.2 years of experience, this Search Engineer shows a strong background in Search Infrastructure (specifically Qdrant, FAISS), but lacks explicit evidence of Vector DB Expertise."
CAND_0027691,56,0.703949,"With 6.5 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically Weaviate, Learning to Rank), but lacks explicit evidence of Vector DB Expertise."
CAND_0014440,57,0.702245,"With 6.4 years of experience, this Recommendation Systems Engineer shows a strong background in Search Infrastructure (specifically Elasticsearch, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0049896,58,0.694409,"With 7.3 years of experience, this Search Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0043228,59,0.692937,"With 6.8 years of experience, this Applied ML Engineer shows a strong background in Search Infrastructure (specifically Vector Search, Weaviate), but lacks explicit evidence of Vector DB Expertise."
CAND_0005649,60,0.692018,"With 7.4 years of experience, this Senior Data Scientist shows a strong background in Production Scale (specifically Semantic Search, Weaviate), with room to grow in Vector DB Expertise. Notice period: 90 days."
CAND_0036184,61,0.691171,"With 6 years of experience, this Recommendation Systems Engineer shows a strong background in Search Infrastructure (specifically FAISS, Semantic Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0087364,62,0.690336,"With 4.9 years of experience, this Recommendation Systems Engineer shows a strong background in Production Scale (specifically Qdrant, Milvus), but lacks explicit evidence of Vector DB Expertise."
CAND_0001610,63,0.690086,"With 3 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Pinecone, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0013613,64,0.685372,"With 4.7 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0066999,65,0.685044,"With 5.9 years of experience, this Recommendation Systems Engineer shows a strong background in Production Scale (specifically OpenSearch, FAISS), but lacks explicit evidence of Vector DB Expertise."
CAND_0020877,66,0.684901,"With 5.1 years of experience, this Applied ML Engineer shows a strong background in Search Infrastructure (specifically Elasticsearch, OpenSearch), with room to grow in Vector DB Expertise. Notice period: 60 days."
CAND_0027801,67,0.671223,"With 7.4 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically FAISS, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0070398,68,0.670171,"With 7.2 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically BM25, FAISS), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0005260,69,0.664163,"With 5.2 years of experience, this Senior NLP Engineer shows a strong background in Production Scale (specifically Information Retrieval, Semantic Search), with room to grow in Vector DB Expertise. Notice period: 60 days."
CAND_0002025,70,0.662198,"With 5.9 years of experience, this Senior AI Engineer shows a strong background in Production Scale (specifically FAISS, OpenSearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0064270,71,0.655143,"With 4.2 years of experience, this Applied ML Engineer shows a strong background in Production Scale (specifically Learning to Rank, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0061265,72,0.650952,"With 6.6 years of experience, this Recommendation Systems Engineer shows a strong background in Search Infrastructure (specifically Qdrant, Learning to Rank), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0088025,73,0.647167,"With 8.6 years of experience, this Staff Machine Learning Engineer shows a strong background in Production Scale (specifically Pinecone, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0057701,74,0.630910,"With 4.1 years of experience, this Recommendation Systems Engineer shows a strong background in Production Scale (specifically OpenSearch, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0044855,75,0.615654,"With 6.6 years of experience, this Senior Data Scientist shows a strong background in Core Search/LTR (specifically Learning to Rank, OpenSearch), with room to grow in Search Infrastructure. Notice period: 60 days."
CAND_0058575,76,0.583763,"With 5.8 years of experience, this AI Engineer shows a strong background in Production Scale (specifically Pinecone), with room to grow in Search Infrastructure. Notice period: 90 days."
CAND_0045250,77,0.573115,"With 6.6 years of experience, this Applied ML Engineer shows a strong background in Production Scale (specifically Milvus, Vector Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0037944,78,0.567546,"With 4.9 years of experience, this Senior Data Scientist shows a strong background in Production Scale (specifically Vector Search, OpenSearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0094759,79,0.563006,"With 8.6 years of experience, this Lead AI Engineer shows a strong background in Production Scale (specifically Learning to Rank, Semantic Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0030348,80,0.553122,"With 4.5 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Vector Search, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0098780,81,0.549608,"With 5.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0054394,82,0.545411,"With 4.1 years of experience, this Recommendation Systems Engineer shows a strong background in Search Infrastructure (specifically Pinecone), but lacks explicit evidence of Vector DB Expertise."
CAND_0080766,83,0.545105,"With 8.8 years of experience, this Staff Machine Learning Engineer shows a strong background in Production Scale (specifically Search Infrastructure, Information Retrieval Systems), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0093912,84,0.542623,"With 5.3 years of experience, this Senior Data Scientist has a moderate background in Core Search/LTR (specifically Milvus, Vector Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0099806,85,0.537195,"With 4.6 years of experience, this AI Engineer shows a strong background in Production Scale (specifically pgvector, FAISS), but lacks explicit evidence of Vector DB Expertise."
CAND_0010541,86,0.530865,"With 6.2 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Pinecone, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0078042,87,0.528528,"With 4.7 years of experience, this Applied ML Engineer shows a strong background in Production Scale (specifically OpenSearch, Semantic Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0044883,88,0.528223,"With 6.3 years of experience, this AI Engineer shows a strong background in Production Scale (specifically BM25, Semantic Search), with room to grow in Vector DB Expertise. Notice period: 90 days."
CAND_0007411,89,0.526449,"With 8 years of experience, this Senior Machine Learning Engineer shows a strong background in Production Scale (specifically OpenSearch, Vector Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0033179,90,0.523426,"With 6.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically OpenSearch, Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0096172,91,0.520929,"With 5.2 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically OpenSearch, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0091909,92,0.516889,"With 6.9 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Pinecone, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0033861,93,0.513826,"With 8 years of experience, this Senior NLP Engineer shows a strong background in Production Scale (specifically Weaviate, Elasticsearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0006418,94,0.513779,"With 5.7 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Semantic Search, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0083879,95,0.491564,"With 7.1 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Milvus), but lacks explicit evidence of Vector DB Expertise."
CAND_0072660,96,0.489979,"With 7.1 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically pgvector, Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0011432,97,0.480313,"With 7.6 years of experience, this Senior Data Scientist shows a strong background in Production Scale (specifically OpenSearch, pgvector), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0074735,98,0.479957,"With 5.5 years of experience, this Applied ML Engineer shows a strong background in Production Scale (specifically Weaviate, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0006557,99,0.476380,"With 7.9 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically Elasticsearch, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0093883,100,0.472112,"With 5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically BM25, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
