candidate_id,rank,score,reasoning
CAND_0044883,30,0.528223,"With 6.3 years of experience, this AI Engineer shows a strong background in Production Scale (specifically BM25, Semantic Search), with room to grow in Vector DB Expertise. Notice period: 90 days."
CAND_0007411,31,0.526449,"With 8 years of experience, this Senior Machine Learning Engineer shows a strong background in Production Scale (specifically OpenSearch, Vector Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0033179,32,0.523426,"With 6.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically OpenSearch, Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0083879,33,0.491564,"With 7.1 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Milvus), but lacks explicit evidence of Vector DB Expertise."
CAND_0072660,34,0.489979,"With 7.1 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically pgvector, Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0093883,35,0.472112,"With 5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically BM25, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0043381,36,0.462787,"With 3.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically BM25, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0025640,37,0.455085,"With 5.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0062413,38,0.448957,"With 6.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Learning to Rank, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0016163,39,0.442533,"With 6.7 years of experience, this Applied ML Engineer shows a strong background in Search Infrastructure (specifically Weaviate, pgvector), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0074225,40,0.440829,"With 4.3 years of experience, this Machine Learning Engineer shows a strong background in Production Scale (specifically Semantic Search, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0070333,41,0.429680,"With 4.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically FAISS, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0042029,42,0.425545,"With 6.5 years of experience, this Senior Data Scientist shows a strong background in Production Scale (specifically Elasticsearch, OpenSearch), with room to grow in Search Infrastructure. Notice period: 45 days."
CAND_0043450,43,0.424704,"With 3.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically BM25, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0070544,44,0.422414,"With 4.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Learning to Rank, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0019288,45,0.416692,"With 5.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, FAISS), but lacks explicit evidence of Vector DB Expertise."
CAND_0024466,46,0.403313,"With 5.2 years of experience, this Search Engineer shows a strong background in Search Infrastructure (specifically pgvector, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0057563,47,0.402987,"With 6.8 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically Elasticsearch, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0019480,48,0.400685,"With 2.8 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically Milvus, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0052706,49,0.388619,"With 5.1 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Pinecone, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0081852,50,0.387169,"With 5.9 years of experience, this Senior Data Scientist has a moderate background in Production Scale (specifically Semantic Search, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0095528,51,0.383308,"With 5.3 years of experience, this Senior Data Scientist has a moderate background in Production Scale (specifically OpenSearch, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0040200,52,0.381231,"With 5.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically FAISS, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0005311,53,0.368761,"With 5.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Qdrant), but lacks explicit evidence of Vector DB Expertise."
CAND_0046459,54,0.368533,"With 4.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically BM25, Qdrant), but lacks explicit evidence of Vector DB Expertise."
CAND_0037980,55,0.366529,"With 9 years of experience, this Senior Applied Scientist shows a strong background in Production Scale (specifically Search Infrastructure, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0004402,56,0.364148,"With 6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically OpenSearch, Learning to Rank), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0054318,57,0.358365,"With 3.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0008295,58,0.355653,"With 6.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically BM25, Weaviate), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0067643,59,0.350693,"With 6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Elasticsearch, Learning to Rank), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0018888,60,0.349400,"With 6.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval, pgvector), but lacks explicit evidence of Vector DB Expertise."
CAND_0043829,61,0.346609,"With 4.8 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Qdrant, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0003977,62,0.341820,"With 4.6 years of experience, this Recommendation Systems Engineer shows a strong background in Search Infrastructure (specifically Learning to Rank, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0041348,63,0.336327,"With 3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval, Learning to Rank), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0022023,64,0.335351,"With 4.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0052682,65,0.335019,"With 6.6 years of experience, this NLP Engineer shows a strong background in Production Scale (specifically Semantic Search, FAISS), but lacks explicit evidence of Vector DB Expertise."
CAND_0011327,66,0.333139,"With 6.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0091890,67,0.325831,"With 4.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Elasticsearch, Pinecone), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0048558,68,0.325687,"With 6.7 years of experience, this Data Scientist shows a strong background in Production Scale (specifically Information Retrieval, OpenSearch), but lacks explicit evidence of Vector DB Expertise."
CAND_0098952,69,0.306315,"With 5.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically OpenSearch, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0051466,70,0.305605,"With 5.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0094165,71,0.304747,"With 5.8 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0094685,72,0.303536,"With 3.5 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Weaviate, pgvector), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0061175,73,0.302808,"With 6.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0091254,74,0.301887,"With 5.2 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0036484,75,0.300380,"With 5.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Qdrant, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0030031,76,0.297715,"With 5.7 years of experience, this AI Engineer shows a strong background in Production Scale (specifically Information Retrieval, BM25), but lacks explicit evidence of Vector DB Expertise."
CAND_0061257,77,0.295007,"With 8 years of experience, this Staff Machine Learning Engineer shows a strong background in Production Scale (specifically Information Retrieval Systems, Search Infrastructure), but lacks explicit evidence of Vector DB Expertise."
CAND_0000422,78,0.291419,"With 6.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus, Learning to Rank), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0010000,79,0.290507,"With 3.2 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Milvus, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0070485,80,0.289206,"With 6.4 years of experience, this Search Engineer shows a strong background in Search Infrastructure (specifically FAISS, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0034849,81,0.283836,"With 3.1 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Learning to Rank, Information Retrieval), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0014858,82,0.279175,"With 4.9 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, Vector Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0010257,83,0.271251,"With 6.5 years of experience, this Senior Data Scientist shows a strong background in Production Scale (specifically Milvus, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0087630,84,0.269211,"With 7.2 years of experience, this AI Engineer shows a strong background in Production Scale (specifically Elasticsearch, pgvector), but lacks explicit evidence of Vector DB Expertise."
CAND_0027218,85,0.265483,"With 4.7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Elasticsearch, Semantic Search), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0046132,86,0.256857,"With 4.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval), but lacks explicit evidence of Vector DB Expertise."
CAND_0088335,87,0.254139,"With 6.4 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Weaviate, Vector Search), but lacks explicit evidence of Vector DB Expertise."
CAND_0050454,88,0.253903,"With 6.8 years of experience, this AI Engineer has a moderate background in Core Search/LTR (specifically FAISS, Qdrant), but lacks explicit evidence of Vector DB Expertise."
CAND_0046621,89,0.251849,"With 6.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Pinecone, pgvector), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0020845,90,0.248278,"With 7 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Pinecone, Milvus), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0068596,91,0.241816,"With 4.3 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically pgvector, FAISS), but lacks explicit evidence of Vector DB Expertise. Notice period: 120 days."
CAND_0092278,92,0.239939,"With 6.8 years of experience, this Senior NLP Engineer shows a strong background in Production Scale (specifically pgvector, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0075138,93,0.238220,"With 4.6 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Vector Search, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0006567,94,0.233372,"With 7.9 years of experience, this Senior AI Engineer shows a strong background in Production Scale (specifically BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0005704,95,0.232656,"With 3.3 years of experience, this ML Engineer shows a strong background in Production Scale (specifically BM25, Qdrant), but lacks explicit evidence of Vector DB Expertise."
CAND_0073620,96,0.229588,"With 4.4 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, FAISS), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
CAND_0030468,97,0.229527,"With 5.4 years of experience, this Senior Applied Scientist shows a strong background in Production Scale (specifically Information Retrieval Systems, OpenSearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0011923,98,0.226666,"With 4 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Semantic Search, BM25), but lacks explicit evidence of Vector DB Expertise. Notice period: 60 days."
CAND_0058146,99,0.226218,"With 5.1 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Information Retrieval, Qdrant), but lacks explicit evidence of Vector DB Expertise. Notice period: 45 days."
CAND_0021491,100,0.223441,"With 6.1 years of experience, this AI Research Engineer shows a strong background in Search Infrastructure (specifically Vector Search, Elasticsearch), but lacks explicit evidence of Vector DB Expertise. Notice period: 90 days."
