candidate_id,rank,score,reasoning
CAND_0086151,36,0.974699,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0051292,37,0.974408,"Partial match with Elasticsearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0040117,38,0.973480,"Partial match with BM25 and core retrieval tools, but lacks strong production or seniority signals."
CAND_0011687,39,0.969901,"Partial match with OpenSearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0055992,40,0.969651,"Partial match with Information Retrieval and OpenSearch, but lacks strong production or seniority signals."
CAND_0053591,41,0.968336,"Partial match with OpenSearch and BM25, but lacks strong production or seniority signals."
CAND_0025640,42,0.967539,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0036184,43,0.966765,"Partial match with FAISS and Vector Search, but lacks strong production or seniority signals."
CAND_0028793,44,0.959826,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0081053,45,0.957125,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0020708,46,0.949408,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0011162,47,0.947562,"Partial match with OpenSearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0071974,48,0.947485,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0000031,49,0.942433,"Partial match with Information Retrieval and core retrieval tools, but lacks strong production or seniority signals."
CAND_0044222,50,0.942175,"Partial match with OpenSearch and BM25, but lacks strong production or seniority signals."
CAND_0027801,51,0.940969,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0031593,52,0.940703,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0054123,53,0.939394,"Partial match with pgvector and Weaviate, but lacks strong production or seniority signals."
CAND_0062247,54,0.936267,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0002025,55,0.934130,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0096172,56,0.933991,"Partial match with OpenSearch and Elasticsearch, but lacks strong production or seniority signals."
CAND_0061265,57,0.933382,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0077285,58,0.928324,"Partial match with Information Retrieval and core retrieval tools, but lacks strong production or seniority signals."
CAND_0037000,59,0.927565,"Partial match with BM25 and core retrieval tools, but lacks strong production or seniority signals."
CAND_0046525,60,0.926046,"Partial match with Elasticsearch and Information Retrieval, but lacks strong production or seniority signals."
CAND_0017960,61,0.922078,"Partial match with Information Retrieval and core retrieval tools, but lacks strong production or seniority signals."
CAND_0005649,62,0.918526,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0066999,63,0.917749,"Partial match with OpenSearch and BM25, but lacks strong production or seniority signals."
CAND_0076831,64,0.917098,"Partial match with BM25 and core retrieval tools, but lacks strong production or seniority signals."
CAND_0078492,65,0.917039,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0061339,66,0.916264,"Partial match with Information Retrieval and OpenSearch, but lacks strong production or seniority signals."
CAND_0010541,67,0.914100,"Partial match with BM25 and core retrieval tools, but lacks strong production or seniority signals."
CAND_0049896,68,0.913499,"Partial match with Information Retrieval and core retrieval tools, but lacks strong production or seniority signals."
CAND_0057563,69,0.913280,"Partial match with Elasticsearch and OpenSearch, but lacks strong production or seniority signals."
CAND_0084819,70,0.913175,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0095528,71,0.903483,"Partial match with OpenSearch and Elasticsearch, but lacks strong production or seniority signals."
CAND_0075574,72,0.902945,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0093912,73,0.902371,"Partial match with Recommendation Systems and Learning to Rank, but lacks strong production or seniority signals."
CAND_0033179,74,0.902144,"Partial match with OpenSearch and Information Retrieval, but lacks strong production or seniority signals."
CAND_0058575,75,0.900894,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0018722,76,0.899914,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0093883,77,0.899684,"Partial match with BM25 and OpenSearch, but lacks strong production or seniority signals."
CAND_0039838,78,0.899053,"Partial match with OpenSearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0052706,79,0.894508,"Partial match with Information Retrieval and core retrieval tools, but lacks strong production or seniority signals."
CAND_0099806,80,0.893712,"Partial match with Elasticsearch and BM25, but lacks strong production or seniority signals."
CAND_0081852,81,0.893473,"Partial match with Milvus and pgvector, but lacks strong production or seniority signals."
CAND_0033861,82,0.892800,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0020877,83,0.891667,"Partial match with Elasticsearch and OpenSearch, but lacks strong production or seniority signals."
CAND_0054394,84,0.890398,"Partial match with Pinecone and core retrieval tools, but lacks strong production or seniority signals."
CAND_0070333,85,0.889199,"Partial match with Elasticsearch and core retrieval tools, but lacks strong production or seniority signals."
CAND_0072660,86,0.888889,"Partial match with Information Retrieval and OpenSearch, but lacks strong production or seniority signals."
CAND_0015528,87,0.888885,"Partial match with Information Retrieval and OpenSearch, but lacks strong production or seniority signals."
CAND_0007412,88,0.887797,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0044855,89,0.887317,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0069905,90,0.884538,"Partial match with Recommendation Systems and Learning to Rank, but lacks strong production or seniority signals."
CAND_0070485,91,0.884195,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0087364,92,0.880189,"Partial match with OpenSearch and Elasticsearch, but lacks strong production or seniority signals."
CAND_0022812,93,0.878492,"Partial match with Weaviate and Pinecone, but lacks strong production or seniority signals."
CAND_0045250,94,0.876895,"Partial match with BM25 and core retrieval tools, but lacks strong production or seniority signals."
CAND_0064270,95,0.876168,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0075439,96,0.875960,"Partial match with Learning to Rank and core retrieval tools, but lacks strong production or seniority signals."
CAND_0049538,97,0.874317,"Partial match with Learning to Rank and Recommendation Systems, but lacks strong production or seniority signals."
CAND_0024466,98,0.873786,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
CAND_0043381,99,0.872922,"Partial match with BM25 and OpenSearch, but lacks strong production or seniority signals."
CAND_0086022,100,0.872915,"Partial match with Recommendation Systems and core retrieval tools, but lacks strong production or seniority signals."
